product_id,product_name,ema_number,patient_safety,authorisation_status,atc_code,additional,generic,conditional,exceptional,accelerated,orphan,authorisation_date,authorisation_holder,therapeutic_group,indication,url,dosage_form,route
542,Zerene,EMEA/H/C/000228,False,Withdrawn,N05CF03,False,False,False,False,False,False,12/03/1999,Meda AB,Psycholeptics,"Zerene is indicated for the treatment of patients with insomnia who have difficulty falling asleep. It is indicated only when the disorder is severe, disabling or subjecting the individual to extreme distress.",https://www.ema.europa.eu/en/medicines/human/EPAR/zerene,Hard Capsule,Oral
543,Rivastigmine Teva,EMEA/H/C/001044,False,Withdrawn,N06DA03,False,True,False,False,False,False,17/04/2009,Teva Pharma B.V.,Anticholinesterases,Symptomatic treatment of mild to moderately severe Alzheimer's dementia.Symptomatic treatment of mild to moderately severe dementia in patients with idiopathic Parkinson's disease.,https://www.ema.europa.eu/en/medicines/human/EPAR/rivastigmine-teva,Hard Capsule,Oral
544,Rasitrio,EMEA/H/C/002017,False,Withdrawn,C09XA54,False,False,False,False,False,False,22/11/2011,Novartis Europharm Ltd.,Cardiovascular system,"Rasitrio is indicated for the treatment of essential hypertension as substitution therapy in adult patients whose blood pressure is adequately controlled on the combination of aliskiren, amlodipine and hydrochlorothiazide given concurrently at the same dose level as in the combination.",https://www.ema.europa.eu/en/medicines/human/EPAR/rasitrio,Tablet,Oral
545,Riprazo HCT ,EMEA/H/C/002420,False,Withdrawn,C09XA52,False,False,False,False,False,False,13/04/2011,Novartis Europharm Ltd.,Agents acting on the renin-angiotensin system,"Treatment of essential hypertension in adults.Riprazo HCT is indicated in patients whose blood pressure is not adequately controlled on aliskiren or hydrochlorothiazide used alone.Rirpozo HCT is indicated as substitution therapy in patients adequately controlled with aliskiren and hydrochlorothiazide, given concurrently, at the same dose level as in the combination.",https://www.ema.europa.eu/en/medicines/human/EPAR/riprazo-hct,Tablet,Oral
546,Sprimeo HCT,EMEA/H/C/002421,False,Withdrawn,C09XA52,False,False,False,False,False,False,23/06/2011,Novartis Europharm Ltd.,Agents acting on the renin-angiotensin system,"Treatment of essential hypertension in adults.Sprimeo HCT is indicated in patients whose blood pressure is not adequately controlled on aliskiren or hydrochlorothiazide used alone.Sprimeo HCT is indicated as substitution therapy in patients adequately controlled with aliskiren and hydrochlorothiazide, given concurrently, at the same dose level as in the combination.",https://www.ema.europa.eu/en/medicines/human/EPAR/sprimeo-hct,Tablet,Oral
547,Exalief,EMEA/H/C/000987,False,Withdrawn,N03AF04,False,False,False,False,False,False,21/04/2009,"BIAL - Portela  Ca, S.A.","Antiepileptics, ",Exalief is indicated as adjunctive therapy in adults with partial-onset seizures with or without secondary generalisation.,https://www.ema.europa.eu/en/medicines/human/EPAR/exalief,Tablet,Oral
548,Teslascan,EMEA/H/C/000137,False,Withdrawn,V08CA05,False,False,False,False,False,False,22/05/1997,GE Healthcare AS,Contrast media,This medicinal product is for diagnostic use only.Contrast medium for diagnostic magnetic resonance imaging (MRI) for the detection of lesions of the liver suspected to be due to metastatic disease or hepatocellular carcinomas. As an adjunct to MRI to aid in the investigation of focal pancreatic lesions.,https://www.ema.europa.eu/en/medicines/human/EPAR/teslascan,Solution for infusion,Intravenous
549,Clopidogrel Acino Pharma GmbH,EMEA/H/C/001175,False,Withdrawn,B01AC04,False,True,False,False,False,False,21/09/2009,Acino Pharma GmbH,Antithrombotic agents,"Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.For further information please refer to section 5.1.",https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-acino-pharma-gmbh,Tablet,Oral
550,Clopidogrel Acino Pharma,EMEA/H/C/001172,False,Withdrawn,B01AC04,False,True,False,False,False,False,21/09/2009,Acino Pharma GmbH,Antithrombotic agents,"Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.For further information please refer to section 5.1.",https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-acino-pharma,Tablet,Oral
551,Clopidogrel Hexal,EMEA/H/C/001139,False,Withdrawn,B01AC04,False,True,False,False,False,False,28/07/2009,Acino Pharma GmbH,Antithrombotic agents,"Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease;patients suffering from acute coronary syndrome:-          Non-ST segment elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention, in combination with acetylsalicylic acid (ASA);-          ST segment elevation acute myocardial infarction, in combination with ASA in medically treated patients eligible for thrombolytic therapy.For further information please refer to section 5.1.",https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-hexal,Tablet,Oral
552,Sprimeo,EMEA/H/C/000851,False,Withdrawn,C09XA02,False,False,False,False,False,False,22/08/2007,Novartis Europharm Ltd.,Agents acting on the renin-angiotensin system,Treatment of essential hypertension.,https://www.ema.europa.eu/en/medicines/human/EPAR/sprimeo,Tablet,Oral
553,Fablyn,EMEA/H/C/000977,False,Withdrawn,G03,False,False,False,False,False,False,24/02/2009,Dr. Friedrich Eberth Arzneimittel GmbH,"Sex hormones and modulators of the genital system, ","Fablyn is indicated for the treatment of osteoporosis in postmenopausal women at increased risk of fracture. A significant reduction in the incidence of vertebral and non-vertebral fractures but not hip fractures has been demonstrated (see section 5.1).When determining the choice of Fablyn or other therapies, including oestrogens, for a postmenopausal woman, consideration should be given to menopausal symptoms, effects on uterine and breast tissues, and cardiovascular risks and benefits (see section 5.1).",https://www.ema.europa.eu/en/medicines/human/EPAR/fablyn,Tablet,Oral
554,Trelegy Ellipta,EMEA/H/C/004363,False,Authorised,R03AL08,False,False,False,False,False,False,15/11/2017,GlaxoSmithKline Trading Services,"Drugs for obstructive airway diseases, ",Trelegy Ellipta is indicated as a maintenance treatment in adult patients with moderate to severe chronic obstructive pulmonary disease (COPD) who are not adequately treated by a combination of an inhaled corticosteroid and a long-acting ?2-agonist.,https://www.ema.europa.eu/en/medicines/human/EPAR/trelegy-ellipta,Powder for Inhalation,Inhalation
555,Intrinsa,EMEA/H/C/000634,False,Withdrawn,G03BA03,False,False,False,False,False,False,28/07/2006,Warner Chilcott UK Ltd.,"Sex hormones and modulators of the genital system, ",Intrinsa is indicated for the treatment of hypoactive sexual desire disorder (HSDD) in bilaterally oophorectomised and hysterectomised (surgically induced menopause) women receiving concomitant estrogen therapy.,https://www.ema.europa.eu/en/medicines/human/EPAR/intrinsa,Patch,Transdermal
556,Docefrez,EMEA/H/C/001074,False,Withdrawn,L01CD02,False,True,False,False,False,False,10/05/2010,Sun Pharmaceutical Industries Europe B.V.,Antineoplastic agents,"Breast cancerDocetaxel in combination with doxorubicin and cyclophosphamide is indicated for the adjuvant treatment of patients with operable node-positive breast cancer.Docetaxel in combination with doxorubicin is indicated for the treatment of patients with locally advanced or metastatic breast cancer who have not previously received cytotoxic therapy for this condition.Docetaxel monotherapy is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic therapy. Previous chemotherapy should have included an anthracycline or an alkylating agent.Docetaxel in combination with trastuzumab is indicated for the treatment of patients with metastatic breast cancer whose tumours over express HER2 and who previously have not received chemotherapy for metastatic disease.Docetaxel in combination with capecitabine is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic chemotherapy. Previous therapy should have included an anthracycline.Non-small cell lung cancerDocetaxel is indicated for the treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of prior chemotherapy.Docetaxel in combination with cisplatin is indicated for the treatment of patients with unresectable, locally advanced or metastatic non-small cell lung cancer, in patients who have not previously received chemotherapy for this condition.Prostate cancerDocetaxel in combination with prednisone or prednisolone is indicated for the treatment of patients with hormone refractory metastatic prostate cancer.Gastric adenocarcinomaDocetaxel in combination with cisplatin and 5-fluorouracil is indicated for the treatment of patients with metastatic gastric adenocarcinoma, including adenocarcinoma of the gastroesophageal junction, who have not received prior chemotherapy for metastatic disease.Head and neck cancerDocetaxel in combination with cisplatin and 5-fluorouracil is indicated for the induction treatment of patients with locally advanced squamous cell carcinoma of the head and neck.",https://www.ema.europa.eu/en/medicines/human/EPAR/docefrez,Powder and solvent for concentrate for solution for infusion,Intravenous
557,Livensa,EMEA/H/C/000630,False,Withdrawn,G03BA03,False,False,False,False,False,False,28/07/2006,Warner Chilcott  Deutschland GmbH,"Sex hormones and modulators of the genital system, ",Livensa is indicated for the treatment of hypoactive sexual desire disorder (HSDD) in bilaterally oophorectomised and hysterectomised (surgically induced menopause) women receiving concomitant estrogen therapy.,https://www.ema.europa.eu/en/medicines/human/EPAR/livensa,Patch,Transdermal
558,Ablavar (previously Vasovist),EMEA/H/C/000601,False,Withdrawn,V08CA,False,False,False,False,False,False,03/10/2005,TMC Pharma Services Ltd.,Contrast media,"This medicinal product is for diagnostic use only.Ablavar is indicated for contrast-enhanced magnetic resonance angiography (CE-MRA) for visualisation of abdominal or limb vessels in adults only, with suspected or known vascular disease.",https://www.ema.europa.eu/en/medicines/human/EPAR/ablavar-previously-vasovist,Solution for injection,Intravenous
559,Raxone,EMEA/H/C/003834,False,Authorised,N06BX13,True,False,False,True,False,True,08/09/2015,Chiesi Farmaceutici S.p.A,"Other psychostimulants and nootropics, Psychoanaleptics, ",Raxone is indicated for the treatment of visual impairment in adolescent and adult patients with Leber’s Hereditary Optic Neuropathy (LHON).,https://www.ema.europa.eu/en/medicines/human/EPAR/raxone,Tablet,Oral
560,Clopidogrel Sandoz,EMEA/H/C/001174,False,Withdrawn,B01AC04,False,True,False,False,False,False,21/09/2009,Acino Pharma GmbH,Antithrombotic agents,"Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:* Patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.For further information please refer to section 5.1.",https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-sandoz,Tablet,Oral
561,Alisade,EMEA/H/C/001019,False,Withdrawn,R01AD12,False,False,False,False,False,False,06/10/2008,Glaxo Group Ltd.,Nasal preparations,"Adults, adolescents (12 years and over) and children (6 - 11 years). Alisade is indicated for the treatment of the symptoms of allergic rhinitis.",https://www.ema.europa.eu/en/medicines/human/EPAR/alisade,Nasal spray,Intranasal
562,Avaglim,EMEA/H/C/000675,False,Withdrawn,A10BD04,False,False,False,False,False,False,27/06/2006,SmithKline Beecham Ltd,Drugs used in diabetes,"AVAGLIM is indicated in the treatment of type 2 diabetes mellitus patients who are unable to achieve sufficient glycaemic control on optimal dosage of sulphonylurea monotherapy, and for whom metformin is inappropriate because of contraindication or intolerance.",https://www.ema.europa.eu/en/medicines/human/EPAR/avaglim,Tablet,Oral
563,Agenerase,EMEA/H/C/000264,False,Withdrawn,J05AE05,False,False,False,False,False,False,20/10/2000,Glaxo Group Ltd.,Antivirals for systemic use,"Agenerase, in combination with other antiretroviral agents, is indicated for the treatment of protease inhibitor (PI) experienced HIV-1 infected adults and children above the age of 4 years. Agenerase capsules should normally be administered with low dose ritonavir as a pharmacokinetic enhancer of amprenavir (see sections 4.2 and 4.5). The choice of amprenavir should be based on individual viral resistance testing and treatment history of patients (see section 5.1).The benefit of Agenerase boosted with ritonavir has not been demonstrated in PI nave patients (see section 5.1)",https://www.ema.europa.eu/en/medicines/human/EPAR/agenerase,Soft Capsule,Oral
564,Agenerase,EMEA/H/C/000264,False,Withdrawn,J05AE05,False,False,False,False,False,False,20/10/2000,Glaxo Group Ltd.,Antivirals for systemic use,"Agenerase, in combination with other antiretroviral agents, is indicated for the treatment of protease inhibitor (PI) experienced HIV-1 infected adults and children above the age of 4 years. Agenerase capsules should normally be administered with low dose ritonavir as a pharmacokinetic enhancer of amprenavir (see sections 4.2 and 4.5). The choice of amprenavir should be based on individual viral resistance testing and treatment history of patients (see section 5.1).The benefit of Agenerase boosted with ritonavir has not been demonstrated in PI nave patients (see section 5.1)",https://www.ema.europa.eu/en/medicines/human/EPAR/agenerase,Solution,Oral
565,Enviage,EMEA/H/C/000850,False,Withdrawn,C09XA02,False,False,False,False,False,False,22/08/2007,Novartis Europharm Ltd.,Agents acting on the renin-angiotensin system,Treatment of essential hypertension,https://www.ema.europa.eu/en/medicines/human/EPAR/enviage,Tablet,Oral
566,Onsenal,EMEA/H/C/000466,False,Withdrawn,L01XX33,False,False,False,True,False,False,17/10/2003,Pfizer Limited,Antineoplastic agents,"Onsenal is indicated for the reduction of the number of adenomatous intestinal polyps in familial adenomatous polyposis (FAP), as an adjunct to surgery and further endoscopic surveillance (see section 4.4).The effect of Onsenal-induced reduction of polyp burden on the risk of intestinal cancer has not been demonstrated (see sections 4.4 and 5.1)",https://www.ema.europa.eu/en/medicines/human/EPAR/onsenal,Hard Capsule,Oral
567,Thelin,EMEA/H/C/000679,False,Withdrawn,C02KX03,False,False,False,False,False,False,10/08/2006,Pfizer Ltd.,"Antihypertensives, ","Treatment of patients with pulmonary arterial hypertension (PAH) classified as WHO functional class III, to improve exercise capacity. Efficacy has been shown in primary pulmonary hypertension and in pulmonary hypertension associated with connective tissue disease.",https://www.ema.europa.eu/en/medicines/human/EPAR/thelin,Tablet,Oral
568,Clopidogrel 1A Pharma,EMEA/H/C/001054,False,Withdrawn,B01AC04,False,True,False,False,False,False,28/07/2009,Acino Pharma GmbH ,Antithrombotic agents,"Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:Patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.Patients suffering from acute coronary syndrome:- Non ST segment elevation acute coronary syndrome (unstable angina or non Q wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention, in combination with acetylsalicylic acid (ASA).- ST segment elevation acute myocardial infarction, in combination with ASA in medically treated patients eligible for thrombolytic therapy.For further information please refer to section 5.1.",https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-1a-pharma,Tablet,Oral
569,Elebrato Ellipta,EMEA/H/C/004781,False,Authorised,R03AL08,False,False,False,False,False,False,15/11/2017,GlaxoSmithKline Trading Services Limited,"Drugs for obstructive airway diseases, ",Elebrato Ellipta is indicated as a maintenance treatment in adult patients with moderate to severe chronic obstructive pulmonary disease (COPD) who are not adequately treated by a combination of an inhaled corticosteroid and a long-acting ?2-agonist.,https://www.ema.europa.eu/en/medicines/human/EPAR/elebrato-ellipta,Powder for Inhalation,Inhalation
570,Paxene,EMEA/H/C/000216,False,Withdrawn,L01CD01,False,False,False,False,False,False,19/07/1999,Norton Healthcare Ltd.,Antineoplastic agents,"Paxene is indicated for the treatment of patients with:• advanced AIDS-related Kaposi's sarcoma (AIDS-KS) who have failed prior liposomal anthracycline therapy;• metastatic carcinoma of the breast (MBC) who have failed, or are not candidates for standard anthracycline-containing therapy;• advanced carcinoma of the ovary (AOC) or with residual disease (> 1 cm) after initial laparotomy, in combination with cisplatin as first-line treatment;• metastatic carcinoma of the ovary (MOC) after failure of platinum-containing combination therapy without taxanes as second-line treatment;• non-small cell lung carcinoma (NSCLC) who are not candidates for potentially curative surgery and/or radiation therapy, in combination with cisplatin. Limited efficacy data supports this indication (see section 5.1).",https://www.ema.europa.eu/en/medicines/human/EPAR/paxene,Concentrate for solution for infusion,Intravenous
571,Clopidogrel BMS,EMEA/H/C/000974,False,Withdrawn,B01AC04,False,False,False,False,False,False,16/07/2008,Bristol-Myers Squibb Pharma EEIG,Antithrombotic agents,"Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:- Patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.- Patients suffering from acute coronary syndrome:Non-ST segment elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention, in combination with acetylsalicylic acid (ASA).ST segment elevation acute myocardial infarction, in combination with ASA in medically treated patients eligible for thrombolytic therapy.",https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-bms,Tablet,Oral
572,Advagraf,EMEA/H/C/000712,False,Authorised,L04AD02,False,False,False,False,False,False,23/04/2007,Astellas Pharma Europe BV,Immunosuppressants,Prophylaxis of transplant rejection in adult kidney or liver allograft recipients.Treatment of allograft rejection resistant to treatment with other immunosuppressive medicinal products in adult patients.,https://www.ema.europa.eu/en/medicines/human/EPAR/advagraf,Prolonged-Release Hard Capsule,Oral
573,Irbesartan BMS,EMEA/H/C/000786,False,Withdrawn,C09CA04,False,False,False,False,False,False,19/01/2007,Bristol-Myers Squibb Pharma EEIG,Agents acting on the renin-angiotensin system,Treatment of essential hypertension.Treatment of renal disease in patients with hypertension and type 2 diabetes mellitus as part of an antihypertensive medicinal product regimen (see section 5.1).,https://www.ema.europa.eu/en/medicines/human/EPAR/irbesartan-bms,Tablet,Oral
574,Irbesartan BMS,EMEA/H/C/000786,False,Withdrawn,C09CA04,False,False,False,False,False,False,19/01/2007,Bristol-Myers Squibb Pharma EEIG,Agents acting on the renin-angiotensin system,Treatment of essential hypertension.Treatment of renal disease in patients with hypertension and type 2 diabetes mellitus as part of an antihypertensive medicinal product regimen (see section 5.1).,https://www.ema.europa.eu/en/medicines/human/EPAR/irbesartan-bms,Tablet,Oral
575,Irbesartan Hydrochlorothiazide BMS,EMEA/H/C/000784,False,Withdrawn,C09DA04,False,False,False,False,False,False,19/01/2007,Bristol-Myers Squibb Pharma EEIG,Agents acting on the renin-angiotensin system,Treatment of essential hypertension.This fixed dose combination is indicated in adult patients whose blood pressure is not adequately controlled on irbesartan or hydrochlorothiazide alone (see section 5.1).,https://www.ema.europa.eu/en/medicines/human/EPAR/irbesartan-hydrochlorothiazide-bms,Tablet,Oral
576,Tekturna,EMEA/H/C/000852,False,Withdrawn,C09XA02,False,False,False,False,False,False,22/08/2007,Novartis Europharm Ltd.,Agents acting on the renin-angiotensin system,Treatment of essential hypertension,https://www.ema.europa.eu/en/medicines/human/EPAR/tekturna,Tablet,Oral
577,Trazec,EMEA/H/C/000383,False,Withdrawn,A10BX03,False,False,False,False,False,False,03/04/2001,Novartis Europharm Ltd.,Drugs used in diabetes,Nateglinide is indicated for combination therapy with metformin in type 2 diabetic patients inadequately controlled despite a maximally tolerated dose of metformin alone.,https://www.ema.europa.eu/en/medicines/human/EPAR/trazec,Tablet,Oral
578,Posaconazole SP,EMEA/H/C/000611,False,Withdrawn,J02AC04,False,False,False,False,False,False,25/10/2005,Schering-Plough Europe,Antimycotics for systemic use,"Posaconazole SP is indicated for use in the treatment of the following fungal infections in adults (see section 5.1):- Invasive aspergillosis in patients with disease that is refractory to amphotericin B or itraconazole or in patients who are intolerant of these medicinal products;- Fusariosis in patients with disease that is refractory to amphotericin B or in patients who are intolerant of amphotericin B;- Chromoblastomycosis and mycetoma in patients with disease that is refractory to itraconazole or in patients who are intolerant of itraconazole;- Coccidioidomycosis in patients with disease that is refractory to amphotericin B, itraconazole or fluconazole or in patients who are intolerant of these medicinal products;- Oropharyngeal candidiasis: as first-line therapy in patients who have severe disease or are immunocompromised, in whom response to topical therapy is expected to be poor.Refractoriness is defined as progression of infection or failure to improve after a minimum of 7 days of prior therapeutic doses of effective antifungal therapy.Posaconazole SP is also indicated for prophylaxis of invasive fungal infections in the following patients:- Patients receiving remission-induction chemotherapy for acute myelogenous leukemia (AML) or myelodysplastic syndromes (MDS) expected to result in prolonged neutropenia and who areat high risk of developing invasive fungal infections;- Hematopoietic stem cell transplant (HSCT) recipients who are undergoing high-dose immunosuppressive therapy for graft versus host disease and who are at high risk of developing invasive fungal infections.",https://www.ema.europa.eu/en/medicines/human/EPAR/posaconazole-sp,Suspension,Oral
579,Parareg,EMEA/H/C/000575,False,Withdrawn,H05BX01,False,False,False,False,False,False,22/10/2004,Dompé Biotec S.p.A.,Calcium homeostasis,"Treatment of secondary hyperparathyroidism (HPT) in patients with end-stage renal disease (ESRD) on maintenance dialysis therapy.Mimpara may be used as part of a therapeutic regimen including phosphate binders and/or Vitamin D sterols, as appropriate (see section 5.1).Reduction of hypercalcaemia in patients with:-parathyroid carcinoma.- primary HPT for whom parathyroidectomy would be indicated on the basis of serum calciumlevels (as defined by relevant treatment guidelines), but in whom parathyroidectomy is not clinically appropriate or is contraindicated.",https://www.ema.europa.eu/en/medicines/human/EPAR/parareg,Tablet,Oral
580,Zimulti,EMEA/H/C/000691,False,Withdrawn,A08AX01,False,False,False,False,False,False,19/06/2006,sanofi-aventis,"Antiobesity preparations, excl. diet products","As an adjunct to diet and exercise for the treatment of obese patients (BMI 30 kg/m2), or overweight patients (BMI 27 kg/m2) with associated risk factor(s), such as type 2 diabetes or dyslipidaemia (see section 5.1).",https://www.ema.europa.eu/en/medicines/human/EPAR/zimulti,Tablet,Oral
581,Acomplia,EMEA/H/C/000666,False,Withdrawn,A08AX01,False,False,False,False,False,False,19/06/2006,sanofi-aventis,"Antiobesity preparations, excl. diet products","As an adjunct to diet and exercise for the treatment of obese patients (BMI 30 kg/m2), or overweight patients (BMI 27 kg/m2) with associated risk factor(s), such as type 2 diabetes or dyslipidaemia (see section 5.1).",https://www.ema.europa.eu/en/medicines/human/EPAR/acomplia,Tablet,Oral
582,Pemetrexed Accord,EMEA/H/C/004072,False,Authorised,L01BA04,False,True,False,False,False,False,18/01/2016,Accord Healthcare S.L.U.,Antineoplastic agents,Malignant pleural mesotheliomaPemetrexed Accord in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma.Non-small cell lung cancerPemetrexed Accord in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.Pemetrexed Accord is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy.Pemetrexed Accord is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-accord,Concentrate for solution for infusion,Intravenous
583,Pemetrexed Accord,EMEA/H/C/004072,False,Authorised,L01BA04,False,True,False,False,False,False,18/01/2016,Accord Healthcare S.L.U.,Antineoplastic agents,Malignant pleural mesotheliomaPemetrexed Accord in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma.Non-small cell lung cancerPemetrexed Accord in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.Pemetrexed Accord is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy.Pemetrexed Accord is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-accord,Powder for concentrate for solution for infusion,Intravenous
584,Protopy,EMEA/H/C/000375,False,Withdrawn,D11AX14,False,False,False,False,False,False,28/02/2002,Astellas Pharma GmbH,Other dermatological preparations,"Treatment of moderate to severe atopic dermatitis in adults who are not adequately responsive to or are intolerant of conventional therapies such as topical corticosteroids. Treatment of moderate to severe atopic dermatitis in children (2 years of age and above) who failed to respond adequately to conventional therapies such as topical corticosteroids.Maintenance treatment of moderate to severe atopic dermatitis for the prevention of flares and the prolongation of flare-free intervals in patients experiencing a high frequency of disease exacerbations (i.e. occurring 4 or more times per year) who have had an initial response to a maximum of 6 weeks treatment of twice daily tacrolimus ointment (lesions cleared, almost cleared or mildly affected).",https://www.ema.europa.eu/en/medicines/human/EPAR/protopy,Ointment,Cutaneous
585,Levviax,EMEA/H/C/000355,False,Withdrawn,J01FA15,False,False,False,False,False,False,09/07/2001,Aventis Pharma S.A.,"Antibacterials for systemic use, ","When prescribing Levviax consideration should be given to official guidance on the appropriate use of antibacterial agents and the local prevalence of resistance (see also sections 4.4 and 5.1).Levviax is indicated for the treatment of the following infections:In patients of 18 years and older:-Community-acquired pneumonia, mild or moderate (see section 4.4).- When treating infections caused by known or suspected beta-lactam and/or macrolide resistant strains (according to history of patients or national and/or regional resistance data) covered by the antibacterial spectrum of telithromycin (see sections 4.4 and 5.1):- Acute exacerbation of chronic bronchitis,- Acute sinusitisIn patients of 12 years and older:- Tonsillitis/pharyngitis caused by Streptococcus pyogenes, as an alternative when beta lactam antibiotics are not appropriate in countries/regions with a significant prevalence of macrolide resistant S. pyogenes, when mediated by ermTR or mefA (see sections 4.4 and 5.1).",https://www.ema.europa.eu/en/medicines/human/EPAR/levviax,Tablet,Oral
586,Emselex,EMEA/H/C/000554,False,Authorised,G04BD10,False,False,False,False,False,False,22/10/2004,pharmaand GmbH,"Urologicals, Drugs for urinary frequency and incontinence",Symptomatic treatment of urge incontinence and/or increased urinary frequency and urgency as may occur in adult patients with overactive bladder syndrome.,https://www.ema.europa.eu/en/medicines/human/EPAR/emselex,Prolonged-Release Tablet,Oral
587,Byfavo,EMEA/H/C/005246,False,Authorised,N05CD14,True,False,False,False,False,False,26/03/2021,PAION Deutschland GmbH,Psycholeptics,Remimazolam is indicated in adults for procedural sedation.Remimazolam 50 mg is indicated in adults for intravenous induction and maintenance of general anaesthesia.,https://www.ema.europa.eu/en/medicines/human/EPAR/byfavo,Powder for concentrate for solution for infusion,Intravenous
588,Xadago,EMEA/H/C/002396,False,Authorised,N04B,False,False,False,False,False,False,23/02/2015,Zambon SpA,Anti-Parkinson drugs,Xadago is indicated for the treatment of adult patients with idiopathic Parkinson’s disease (PD) as add-on therapy to a stable dose of Levodopa (L-dopa) alone or in combination with other PD medicinal products in mid-to late-stage fluctuating patients.,https://www.ema.europa.eu/en/medicines/human/EPAR/xadago,Tablet,Oral
589,Piqray,EMEA/H/C/004804,False,Authorised,L01XE,True,False,False,False,False,False,27/07/2020,Novartis Europharm Limited ,Antineoplastic agents,"Piqray is indicated in combination with fulvestrant for the treatment of postmenopausal women, and men, with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, locally advanced or metastatic breast cancer with a PIK3CA mutation after disease progression following endocrine therapy as monotherapy (see section 5.1).",https://www.ema.europa.eu/en/medicines/human/EPAR/piqray,Tablet,Oral
590,Pedmarqsi,EMEA/H/C/005130,False,Authorised,,False,False,False,False,False,False,26/05/2023,Fennec Pharmaceuticals (EU) Limited,All other therapeutic products,"Pedmarqsi is indicated for the prevention of ototoxicity induced by cisplatin chemotherapy in patients 1 month to < 18 years of age with localised, non-metastatic, solid tumours.",https://www.ema.europa.eu/en/medicines/human/EPAR/pedmarqsi,Solution for Infusion,Intravenous
591,Norvir,EMEA/H/C/000127,False,Authorised,J05AE03,False,False,False,False,False,False,25/08/1996,AbbVie Deutschland GmbH  Co. KG,Antivirals for systemic use,Ritonavir is indicated in combination with other antiretroviral agents for the treatment of HIV-1-infected patients (adults and children of two years of age and older).,https://www.ema.europa.eu/en/medicines/human/EPAR/norvir,Powder for Suspension,Oral
592,Norvir,EMEA/H/C/000127,False,Authorised,J05AE03,False,False,False,False,False,False,25/08/1996,AbbVie Deutschland GmbH  Co. KG,Antivirals for systemic use,Ritonavir is indicated in combination with other antiretroviral agents for the treatment of HIV-1-infected patients (adults and children of two years of age and older).,https://www.ema.europa.eu/en/medicines/human/EPAR/norvir,Tablet,Oral
