product_id,drug_substance,actives_by_dose,notes,fa,f,tmax,dose_value,dose_unit,pss_inchikey,pss_inchi,pss_smiles,ps_smiles,ps_num_drugs,parent_drug_id
619,MOMETASONE FUROATE, MOMETASONE FUROATE,,,,,0.32,MG,WOFMFGQZHJDGCX-ZULDAHANSA-N,"InChI=1S/C27H30Cl2O6/c1-15-11-19-18-7-6-16-12-17(30)8-9-24(16,2)26(18,29)21(31)13-25(19,3)27(15,22(32)14-28)35-23(33)20-5-4-10-34-20/h4-5,8-10,12,15,18-19,21,31H,6-7,11,13-14H2,1-3H3/t15-,18+,19+,21+,24+,25+,26+,27+/m1/s1",C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,1,330
620,INDACATEROL ACETATE,INDACATEROL,,,,,0.15,MG,HZHXFIDENGBQFQ-FTBISJDPSA-N,"InChI=1S/C24H28N2O3.C2H4O2/c1-3-14-9-16-11-18(12-17(16)10-15(14)4-2)25-13-22(28)19-5-7-21(27)24-20(19)6-8-23(29)26-24;1-2(3)4/h5-10,18,22,25,27-28H,3-4,11-13H2,1-2H3,(H,26,29);1H3,(H,3,4)/t22-;/m0./s1",CCC1=C(C=C2CC(CC2=C1)NC[C@@H](C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC.CC(=O)O,CC(=O)O.CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,1,218
620,GLYCOPYRRONIUM BROMIDE, GLYCOPYRRONIUM,,,,,0.05,MG,VPNYRYCIDCJBOM-QQTWVUFVSA-M,"InChI=1S/C19H28NO3.BrH/c1-20(2)13-12-17(14-20)23-18(21)19(22,16-10-6-7-11-16)15-8-4-3-5-9-15;/h3-5,8-9,16-17,22H,6-7,10-14H2,1-2H3;1H/q+1;/p-1/t17-,19-;/m0./s1",C[N+]1(CC[C@@H](C1)OC(=O)[C@@](C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],C[N+]1(C)CC[C@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1.[Br-],1,198
620,MOMETASONE FUROATE, MOMETASONE FUROATE,,,,,0.16,MG,WOFMFGQZHJDGCX-ZULDAHANSA-N,"InChI=1S/C27H30Cl2O6/c1-15-11-19-18-7-6-16-12-17(30)8-9-24(16,2)26(18,29)21(31)13-25(19,3)27(15,22(32)14-28)35-23(33)20-5-4-10-34-20/h4-5,8-10,12,15,18-19,21,31H,6-7,11,13-14H2,1-3H3/t15-,18+,19+,21+,24+,25+,26+,27+/m1/s1",C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,1,330
621,INDACATEROL ACETATE,INDACATEROL,,,,,0.15,MG,HZHXFIDENGBQFQ-FTBISJDPSA-N,"InChI=1S/C24H28N2O3.C2H4O2/c1-3-14-9-16-11-18(12-17(16)10-15(14)4-2)25-13-22(28)19-5-7-21(27)24-20(19)6-8-23(29)26-24;1-2(3)4/h5-10,18,22,25,27-28H,3-4,11-13H2,1-2H3,(H,26,29);1H3,(H,3,4)/t22-;/m0./s1",CCC1=C(C=C2CC(CC2=C1)NC[C@@H](C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC.CC(=O)O,CC(=O)O.CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,1,218
621,MOMETASONE FUROATE, MOMETASONE FUROATE,,,,,0.32,MG,WOFMFGQZHJDGCX-ZULDAHANSA-N,"InChI=1S/C27H30Cl2O6/c1-15-11-19-18-7-6-16-12-17(30)8-9-24(16,2)26(18,29)21(31)13-25(19,3)27(15,22(32)14-28)35-23(33)20-5-4-10-34-20/h4-5,8-10,12,15,18-19,21,31H,6-7,11,13-14H2,1-3H3/t15-,18+,19+,21+,24+,25+,26+,27+/m1/s1",C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,1,330
622,PANOBINOSTAT LACTATE ANHYDROUS,PANOBINOSTAT,,1,0.21,2,20,MG,XVDWNSFFSMWXJJ-ASTDGNLGSA-N,"InChI=1S/C21H23N3O2.C3H6O3/c1-15-18(19-4-2-3-5-20(19)23-15)12-13-22-14-17-8-6-16(7-9-17)10-11-21(25)24-26;1-2(4)3(5)6/h2-11,22-23,26H,12-14H2,1H3,(H,24,25);2,4H,1H3,(H,5,6)/b11-10+;",CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO.CC(C(=O)O)O,CC(O)C(=O)O.Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,1,331
623,RILPIVIRINE,RILPIVIRINE,,,,,300,MG PER ML,YIBOMRUWOWDFLG-ONEGZZNKSA-N,"InChI=1S/C22H18N6/c1-15-12-18(4-3-10-23)13-16(2)21(15)27-20-9-11-25-22(28-20)26-19-7-5-17(14-24)6-8-19/h3-9,11-13H,1-2H3,(H2,25,26,27,28)/b4-3+",CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)/C=C/C#N,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,1,32
624,PITOLISANT HYDROCHLORIDE,PITOLISANT HYDROCHLORIDE,Fraction absorbed inferred,1,,3,18,MG,XLFKECRRMPOAQS-UHFFFAOYSA-N,"InChI=1S/C17H26ClNO.ClH/c18-17-9-7-16(8-10-17)6-4-14-20-15-5-13-19-11-2-1-3-12-19;/h7-10H,1-6,11-15H2;1H",C1CCN(CC1)CCCOCCCC2=CC=C(C=C2)Cl.Cl,Cl.Clc1ccc(CCCOCCCN2CCCCC2)cc1,1,164
625,LACOSAMIDE,LACOSAMIDE,,,,,10,MG PER ML,VPPJLAIAVCUEMN-GFCCVEGCSA-N,"InChI=1S/C13H18N2O3/c1-10(16)15-12(9-18-2)13(17)14-8-11-6-4-3-5-7-11/h3-7,12H,8-9H2,1-2H3,(H,14,17)(H,15,16)/t12-/m1/s1",CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,1,247
626,HYDROCORTISONE,HYDROCORTISONE,,0.95,,1,20,MG,JYGXADMDTFJGBT-VWUMJDOOSA-N,"InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1",C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1,332
627,PREGABALIN,PREGABALIN,,1,0.9,1,300,MG,AYXYPKUFHZROOJ-ZETCQYMHSA-N,"InChI=1S/C8H17NO2/c1-6(2)3-7(5-9)4-8(10)11/h6-7H,3-5,9H2,1-2H3,(H,10,11)/t7-/m0/s1",CC(C)C[C@@H](CC(=O)O)CN,CC(C)C[C@H](CN)CC(=O)O,1,7
628,RIVAROXABAN,RIVAROXABAN,Dissolution-limited absorption at higher doses. Values refer to 20mg dose in fasted state.,,0.66,3,20,MG,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,"InChI=1S/C19H18ClN3O5S/c20-16-6-5-15(29-16)18(25)21-9-14-10-23(19(26)28-14)13-3-1-12(2-4-13)22-7-8-27-11-17(22)24/h1-6,14H,7-11H2,(H,21,25)/t14-/m0/s1",C1COCC(=O)N1C2=CC=C(C=C2)N3C[C@@H](OC3=O)CNC(=O)C4=CC=C(S4)Cl,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,1,333
629,CABOZANTINIB S-MALATE,CABOZANTINIB,,,,3.5,80,MG,HFCFMRYTXDINDK-WNQIDUERSA-N,"InChI=1S/C28H24FN3O5.C4H6O5/c1-35-24-15-21-22(16-25(24)36-2)30-14-11-23(21)37-20-9-7-19(8-10-20)32-27(34)28(12-13-28)26(33)31-18-5-3-17(29)4-6-18;5-2(4(8)9)1-3(6)7/h3-11,14-16H,12-13H2,1-2H3,(H,31,33)(H,32,34);2,5H,1H2,(H,6,7)(H,8,9)/t;2-/m.0/s1",COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F.C([C@@H](C(=O)O)O)C(=O)O,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O,1,334
630,OBETICHOLIC ACID,OBETICHOLIC ACID,,,,2,10,MG,ZXERDUOLZKYMJM-ZWECCWDJSA-N,"InChI=1S/C26H44O4/c1-5-17-21-14-16(27)10-12-26(21,4)20-11-13-25(3)18(15(2)6-9-22(28)29)7-8-19(25)23(20)24(17)30/h15-21,23-24,27,30H,5-14H2,1-4H3,(H,28,29)/t15-,16-,17-,18-,19+,20+,21+,23+,24-,25-,26-/m1/s1",CC[C@@H]1[C@@H]2C[C@@H](CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3[C@@H]1O)CC[C@@H]4[C@H](C)CCC(=O)O)C)C)O,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,1,335
631,FOSTEMSAVIR TROMETAMOL,FOSTEMSAVIR,Fostemsavir is a prodrug that is converted to the active form at the luminal surface of the small intestine. Values here refer to Temsavir.,,0.269,2,600,MG,RRGJSMBMTOKHTE-UHFFFAOYSA-N,"InChI=1S/C25H26N7O8P.C4H11NO3/c1-16-27-14-32(28-16)23-21-20(19(39-2)12-26-23)18(13-31(21)15-40-41(36,37)38)22(33)25(35)30-10-8-29(9-11-30)24(34)17-6-4-3-5-7-17;5-4(1-6,2-7)3-8/h3-7,12-14H,8-11,15H2,1-2H3,(H2,36,37,38);6-8H,1-3,5H2",CC1=NN(C=N1)C2=NC=C(C3=C2N(C=C3C(=O)C(=O)N4CCN(CC4)C(=O)C5=CC=CC=C5)COP(=O)(O)O)OC.C(C(CO)(CO)N)O,COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O.NC(CO)(CO)CO,1,336
632,GEFAPIXANT CITRATE,GEFAPIXANT,Fa refers to minimum fraction absorbed,0.78,,2.5,45,MG,AIJVJYUOMCRFOE-UHFFFAOYSA-N,"InChI=1S/C14H19N5O4S.C6H8O7/c1-7(2)8-4-10(22-3)12(24(17,20)21)5-9(8)23-11-6-18-14(16)19-13(11)15;7-3(8)1-6(13,5(11)12)2-4(9)10/h4-7H,1-3H3,(H2,17,20,21)(H4,15,16,18,19);13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",CC(C)C1=CC(=C(C=C1OC2=CN=C(N=C2N)N)S(=O)(=O)N)OC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1S(N)(=O)=O.O=C(O)CC(O)(CC(=O)O)C(=O)O,1,337
633,CABOZANTINIB S-MALATE,CABOZANTINIB,,,,3.5,60,MG,HFCFMRYTXDINDK-WNQIDUERSA-N,"InChI=1S/C28H24FN3O5.C4H6O5/c1-35-24-15-21-22(16-25(24)36-2)30-14-11-23(21)37-20-9-7-19(8-10-20)32-27(34)28(12-13-28)26(33)31-18-5-3-17(29)4-6-18;5-2(4(8)9)1-3(6)7/h3-11,14-16H,12-13H2,1-2H3,(H,31,33)(H,32,34);2,5H,1H2,(H,6,7)(H,8,9)/t;2-/m.0/s1",COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F.C([C@@H](C(=O)O)O)C(=O)O,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O,1,334
634,BUPRENORPHINE HYDROCHLORIDE,BUPRENORPHINE,,,,,11.4,MG,UAIXRPCCYXNJMQ-RZIPZOSSSA-N,"InChI=1S/C29H41NO4.ClH/c1-25(2,3)26(4,32)20-15-27-10-11-29(20,33-5)24-28(27)12-13-30(16-17-6-7-17)21(27)14-18-8-9-19(31)23(34-24)22(18)28;/h8-9,17,20-21,24,31-32H,6-7,10-16H2,1-5H3;1H/t20-,21-,24-,26+,27-,28+,29-;/m1./s1",C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O.Cl,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5.Cl,1,140
634,NALOXONE HYDROCHLORIDE DIHYDRATE, NALOXONE,,,,,2.9,MG,TXMZWEASFRBVKY-IOQDSZRYSA-N,"InChI=1S/C19H21NO4.ClH.2H2O/c1-2-8-20-9-7-18-15-11-3-4-12(21)16(15)24-17(18)13(22)5-6-19(18,23)14(20)10-11;;;/h2-4,14,17,21,23H,1,5-10H2;1H;2*1H2/t14-,17+,18+,19-;;;/m1.../s1",C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O.O.O.Cl,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,1,141
635,BORTEZOMIB MANNITOL BORONIC ESTER,BORTEZOMIB,,,,,3.5,MG,QDMRNLRJDHCHLB-DNNBANOASA-N,"InChI=1S/C25H35BN4O8/c1-15(2)10-21(26-37-22(19(33)13-31)23(38-26)20(34)14-32)30-24(35)17(11-16-6-4-3-5-7-16)29-25(36)18-12-27-8-9-28-18/h3-9,12,15,17,19-23,31-34H,10-11,13-14H2,1-2H3,(H,29,36)(H,30,35)/t17-,19+,20+,21-,22+,23+/m0/s1",B1(O[C@@H]([C@H](O1)[C@@H](CO)O)[C@@H](CO)O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=NC=CN=C3,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B1O[C@H]([C@H](O)CO)[C@@H]([C@H](O)CO)O1,1,172
636,AZACITIDINE,AZACITIDINE,,,,,100,MG,NMUSYJAQQFHJEW-KVTDHHQDSA-N,"InChI=1S/C8H12N4O5/c9-7-10-2-12(8(16)11-7)6-5(15)4(14)3(1-13)17-6/h2-6,13-15H,1H2,(H2,9,11,16)/t3-,4-,5-,6-/m1/s1",C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,1,219
637,SITAGLIPTIN PHOSPHATE MONOHYDRATE,SITAGLIPTIN,,,0.87,2.5,100,MG,GQPYTJVDPQTBQC-KLQYNRQASA-N,"InChI=1S/C16H15F6N5O.H3O4P.H2O/c17-10-6-12(19)11(18)4-8(10)3-9(23)5-14(28)26-1-2-27-13(7-26)24-25-15(27)16(20,21)22;1-5(2,3)4;/h4,6,9H,1-3,5,7,23H2;(H3,1,2,3,4);1H2/t9-;;/m1../s1",C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N.O.OP(=O)(O)O,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O=P(O)(O)O,1,84
638,ALENDRONATE SODIUM TRIHYDRATE,ALENDRONIC ACID,,,0.0064,,70,MG,DCSBSVSZJRSITC-UHFFFAOYSA-M,"InChI=1S/C4H13NO7P2.Na.3H2O/c5-3-1-2-4(6,13(7,8)9)14(10,11)12;;;;/h6H,1-3,5H2,(H2,7,8,9)(H2,10,11,12);;3*1H2/q;+1;;;/p-1",C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+],NCCCC(O)(P(=O)([O-])O)P(=O)(O)O.[Na+],1,338
638,COLECALCIFEROL, COLECALCIFEROL,,,,12,0.14,MG,QYSXJUFSXHHAJI-YHJXBONMSA-N,"InChI=1S/C27H44O/c1-19(2)8-6-9-21(4)25-15-16-26-22(10-7-17-27(25,26)5)12-13-23-18-24(28)14-11-20(23)3/h12-13,19,21,24-26,28H,3,6-11,14-18H2,1-2,4-5H3/b22-12+,23-13-/t21-,24-,25-,26+,27-/m1/s1",C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@@H](CCC3=C)O)C,C=C1CC[C@@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,1,339
639,ALENDRONATE SODIUM TRIHYDRATE,ALENDRONIC ACID,,,0.0064,,70,MG,DCSBSVSZJRSITC-UHFFFAOYSA-M,"InChI=1S/C4H13NO7P2.Na.3H2O/c5-3-1-2-4(6,13(7,8)9)14(10,11)12;;;;/h6H,1-3,5H2,(H2,7,8,9)(H2,10,11,12);;3*1H2/q;+1;;;/p-1",C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+],NCCCC(O)(P(=O)([O-])O)P(=O)(O)O.[Na+],1,338
639,COLECALCIFEROL, COLECALCIFEROL,,,,12,0.14,MG,QYSXJUFSXHHAJI-YHJXBONMSA-N,"InChI=1S/C27H44O/c1-19(2)8-6-9-21(4)25-15-16-26-22(10-7-17-27(25,26)5)12-13-23-18-24(28)14-11-20(23)3/h12-13,19,21,24-26,28H,3,6-11,14-18H2,1-2,4-5H3/b22-12+,23-13-/t21-,24-,25-,26+,27-/m1/s1",C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@@H](CCC3=C)O)C,C=C1CC[C@@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,1,339
640,SIMVASTATIN, SIMVASTATIN,The bioavailability and Tmax of simvastatin refers to the beta hydroxyacid and active HMGCo-A inhibitors respectively,,0.05,1.5,40,MG,RYMZZMVNJRMUDD-HGQWONQESA-N,"InChI=1S/C25H38O5/c1-6-25(4,5)24(28)30-21-12-15(2)11-17-8-7-16(3)20(23(17)21)10-9-19-13-18(26)14-22(27)29-19/h7-8,11,15-16,18-21,23,26H,6,9-10,12-14H2,1-5H3/t15-,16-,18+,19+,20-,21-,23-/m0/s1",CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1,341
640,FENOFIBRATE,FENOFIBRATE,,,,3,145,MG,YMTINGFKWWXKFG-UHFFFAOYSA-N,"InChI=1S/C20H21ClO4/c1-13(2)24-19(23)20(3,4)25-17-11-7-15(8-12-17)18(22)14-5-9-16(21)10-6-14/h5-13H,1-4H3",CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,1,340
641,ALENDRONATE SODIUM TRIHYDRATE,ALENDRONIC ACID,,,0.0064,,70,MG,DCSBSVSZJRSITC-UHFFFAOYSA-M,"InChI=1S/C4H13NO7P2.Na.3H2O/c5-3-1-2-4(6,13(7,8)9)14(10,11)12;;;;/h6H,1-3,5H2,(H2,7,8,9)(H2,10,11,12);;3*1H2/q;+1;;;/p-1",C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+],NCCCC(O)(P(=O)([O-])O)P(=O)(O)O.[Na+],1,338
641,COLECALCIFEROL, COLECALCIFEROL,,,,12,0.14,MG,QYSXJUFSXHHAJI-YHJXBONMSA-N,"InChI=1S/C27H44O/c1-19(2)8-6-9-21(4)25-15-16-26-22(10-7-17-27(25,26)5)12-13-23-18-24(28)14-11-20(23)3/h12-13,19,21,24-26,28H,3,6-11,14-18H2,1-2,4-5H3/b22-12+,23-13-/t21-,24-,25-,26+,27-/m1/s1",C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@@H](CCC3=C)O)C,C=C1CC[C@@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,1,339
642,RUCAPARIB CAMSYLATE,RUCAPARIB,Steady state Tmax,,0.36,1.9,300,MG,INBJJAFXHQQSRW-STOWLHSFSA-N,"InChI=1S/C19H18FN3O.C10H16O4S/c1-21-10-11-2-4-12(5-3-11)18-14-6-7-22-19(24)15-8-13(20)9-16(23-18)17(14)15;1-9(2)7-3-4-10(9,8(11)5-7)6-15(12,13)14/h2-5,8-9,21,23H,6-7,10H2,1H3,(H,22,24);7H,3-6H2,1-2H3,(H,12,13,14)/t;7-,10-/m.1/s1",CC1([C@@H]2CC[C@]1(C(=O)C2)CS(=O)(=O)O)C.CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2.CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,1,342
643,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,Complete presystemic transformation to mpa. Values quoted are for MPA. 6% excreted in faeces therefore minimum Fa is 94%.,0.94,0.94,,250,MG,RTGDFNSFWBGLEC-SYZQJQIISA-N,"InChI=1S/C23H31NO7/c1-15(5-7-19(25)30-13-10-24-8-11-29-12-9-24)4-6-17-21(26)20-18(14-31-23(20)27)16(2)22(17)28-3/h4,26H,5-14H2,1-3H3/b15-4+",CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,1,122
644,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,MYCOPHENOLATE MOFETIL,,,,,500,MG,OWLCGJBUTJXNOF-HDNKIUSMSA-N,"InChI=1S/C23H31NO7.ClH/c1-15(5-7-19(25)30-13-10-24-8-11-29-12-9-24)4-6-17-21(26)20-18(14-31-23(20)27)16(2)22(17)28-3;/h4,26H,5-14H2,1-3H3;1H/b15-4+;",CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O.Cl,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2.Cl,1,122
645,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,Complete presystemic transformation to mpa. Values quoted are for MPA. 6% excreted in faeces therefore minimum Fa is 94%.,0.94,0.94,,35000,MG,RTGDFNSFWBGLEC-SYZQJQIISA-N,"InChI=1S/C23H31NO7/c1-15(5-7-19(25)30-13-10-24-8-11-29-12-9-24)4-6-17-21(26)20-18(14-31-23(20)27)16(2)22(17)28-3/h4,26H,5-14H2,1-3H3/b15-4+",CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,1,122
646,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,Complete presystemic transformation to mpa. Values quoted are for MPA. 6% excreted in faeces therefore minimum Fa is 94%.,0.94,0.94,,500,MG,RTGDFNSFWBGLEC-SYZQJQIISA-N,"InChI=1S/C23H31NO7/c1-15(5-7-19(25)30-13-10-24-8-11-29-12-9-24)4-6-17-21(26)20-18(14-31-23(20)27)16(2)22(17)28-3/h4,26H,5-14H2,1-3H3/b15-4+",CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,1,122
647,EDOXABAN TOSILATE,EDOXABAN,,,0.62,1.5,60,MG,ZLFZITWZOYXXAW-QXXZOGQOSA-N,"InChI=1S/C24H30ClN7O4S.C7H8O3S/c1-31(2)24(36)13-4-6-15(27-20(33)21(34)30-19-7-5-14(25)11-26-19)17(10-13)28-22(35)23-29-16-8-9-32(3)12-18(16)37-23;1-6-2-4-7(5-3-6)11(8,9)10/h5,7,11,13,15,17H,4,6,8-10,12H2,1-3H3,(H,27,33)(H,28,35)(H,26,30,34);2-5H,1H3,(H,8,9,10)/t13-,15-,17+;/m0./s1",CC1=CC=C(C=C1)S(=O)(=O)O.CN1CCC2=C(C1)SC(=N2)C(=O)N[C@@H]3C[C@H](CC[C@@H]3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1.Cc1ccc(S(=O)(=O)O)cc1,1,343
648,EDOXABAN TOSILATE,EDOXABAN,,,0.62,1.5,60,MG,ZLFZITWZOYXXAW-QXXZOGQOSA-N,"InChI=1S/C24H30ClN7O4S.C7H8O3S/c1-31(2)24(36)13-4-6-15(27-20(33)21(34)30-19-7-5-14(25)11-26-19)17(10-13)28-22(35)23-29-16-8-9-32(3)12-18(16)37-23;1-6-2-4-7(5-3-6)11(8,9)10/h5,7,11,13,15,17H,4,6,8-10,12H2,1-3H3,(H,27,33)(H,28,35)(H,26,30,34);2-5H,1H3,(H,8,9,10)/t13-,15-,17+;/m0./s1",CC1=CC=C(C=C1)S(=O)(=O)O.CN1CCC2=C(C1)SC(=N2)C(=O)N[C@@H]3C[C@H](CC[C@@H]3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1.Cc1ccc(S(=O)(=O)O)cc1,1,343
